"X","ï..OID_","sit_d","trns_","date","crw_n","year","pnt_n","crd_q","wtr__","bttm_","sbst_","org__","unvg_","ttl__","stn__","dtrt_","varbl","Hyd__","Phrgmts_st","Phrgmts__1","Typh_n","Typh_g","Typh_l","Typ__","typh_","st_nm","conty","crw_c","obsrv","qa_dn","qr_fl","berng","wdth_md","wdth_mr","wdth_s","cmmnt","NEAR_FID","NEAR_DIST","MeanFetch","SD_Fetch","MeanREI","SD_REI","UTM_X","UTM_Y","EFB_cover","typ_cover","hyd_bin"
1511,1510,454,2,"9/5/2019","CMU",2019,8,"Confirmed",94,"V","Pb/Cb/Bld",0,65,35,0,2,"percent_cover",0,35,0,0,0,0,0,0,"Burnt Cabin Point Wetland","Huron","A. Kneisel","D. Mokris",1,0,36,0,134,24,"T1: Phragmites present in bands parallel. Submergent zone too wavy to sample.  The plants look like upland meadow plants, probably indicating erosion of the original wet meadow. DAA 2-25-2020, T2: No wet meadow. Submergent zone done in opening between st",143,309.221235362,32624.3183594,7553.7797852,183351,53128.5,827047.97934078,4887273.84204256,0,0,0
1512,1511,454,2,"9/5/2019","CMU",2019,9,"Confirmed",96,"NV","Pb/Cb/Bld",0,45,55,0.5,1,"percent_cover",0,55,0,0,0,0,0,0,"Burnt Cabin Point Wetland","Huron","A. Kneisel","D. Mokris",1,0,36,0,134,24,"T1: Phragmites present in bands parallel. Submergent zone too wavy to sample.  The plants look like upland meadow plants, probably indicating erosion of the original wet meadow. DAA 2-25-2020, T2: No wet meadow. Submergent zone done in opening between st",143,320.999805235,32642.2949219,7551.8701172,183457,53109.1015625,827062.53812659,4887292.71537667,0,0,0
1513,1512,454,2,"9/5/2019","CMU",2019,10,"Confirmed",112,"NV","Pb/Cb/Bld",0,55,45,0,0.5,"percent_cover",0,45,0,0,0,0,0,0,"Burnt Cabin Point Wetland","Huron","A. Kneisel","D. Mokris",1,0,36,0,134,24,"T1: Phragmites present in bands parallel. Submergent zone too wavy to sample.  The plants look like upland meadow plants, probably indicating erosion of the original wet meadow. DAA 2-25-2020, T2: No wet meadow. Submergent zone done in opening between st",143,327.108117049,32828.8242188,7580.0698242,184340,53256.6992188,827070.333580335,4887316.82051726,0,0,0
1779,1778,493,1,"6/25/2019","CMU",2019,12,"Confirmed",121,"NV","Sand",34,0,100,0,75,"percent_cover",0.5,0,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland","Bay","A. Kneisel","D. Mokris",1,0,20,3,0,233,"T1: Narrow sampling procedure was used for the wet meadow; on a dike. At point 1, there was water in half of the quadrat. Elodea nuttallii changed to E. canadensis DAA 12-29-2019, T2: Narrow sampling procedure done for wet meadow. Elodea nuttallii change",130,4183.21862369,724.268249512,60.4359016,3947.0700684,498.5809937,746192.523693095,4850531.43401245,0.005,0,1
1795,1794,493,2,"6/26/2019","CMU",2019,1,"Confirmed",0,"Dry","Sand",0,75,25,0.5,16,"percent_cover",0,16,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland","Bay","A. Kneisel","D. Mokris",1,0,130,3,135,30,"T1: Narrow sampling procedure was used for the wet meadow; on a dike. At point 1, there was water in half of the quadrat. Elodea nuttallii changed to E. canadensis DAA 12-29-2019, T2: Narrow sampling procedure done for wet meadow. Elodea nuttallii change",130,3203.62238589,0,0,0,0,746880.801558002,4851398.64576323,0,0,0
1796,1795,493,2,"6/26/2019","CMU",2019,2,"Confirmed",0,"Dry","Sand",0,97,3,0,27,"percent_cover",0,3,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland","Bay","A. Kneisel","D. Mokris",1,0,130,3,135,30,"T1: Narrow sampling procedure was used for the wet meadow; on a dike. At point 1, there was water in half of the quadrat. Elodea nuttallii changed to E. canadensis DAA 12-29-2019, T2: Narrow sampling procedure done for wet meadow. Elodea nuttallii change",130,3199.99237766,0,0,0,0,746882.931517966,4851402.06142629,0,0,0
1797,1796,493,2,"6/26/2019","CMU",2019,3,"Confirmed",0,"Dry","Sand",0,96,4,0,26,"percent_cover",0,4,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland","Bay","A. Kneisel","D. Mokris",1,0,130,3,135,30,"T1: Narrow sampling procedure was used for the wet meadow; on a dike. At point 1, there was water in half of the quadrat. Elodea nuttallii changed to E. canadensis DAA 12-29-2019, T2: Narrow sampling procedure done for wet meadow. Elodea nuttallii change",130,3194.66745328,0,0,0,0,746885.321632089,4851407.15508202,0,0,0
1798,1797,493,2,"6/26/2019","CMU",2019,4,"Confirmed",0,"Dry","Sand",0,71,29,4,50,"percent_cover",0,2,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland","Bay","A. Kneisel","D. Mokris",1,0,130,3,135,30,"T1: Narrow sampling procedure was used for the wet meadow; on a dike. At point 1, there was water in half of the quadrat. Elodea nuttallii changed to E. canadensis DAA 12-29-2019, T2: Narrow sampling procedure done for wet meadow. Elodea nuttallii change",130,3191.46330269,0,0,0,0,746889.085938036,4851409.96400577,0,0,0
1799,1798,493,2,"6/26/2019","CMU",2019,5,"Confirmed",0,"Dry","Sand",0,3,97,20,85,"percent_cover",0,4,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland","Bay","A. Kneisel","D. Mokris",1,0,130,3,135,30,"T1: Narrow sampling procedure was used for the wet meadow; on a dike. At point 1, there was water in half of the quadrat. Elodea nuttallii changed to E. canadensis DAA 12-29-2019, T2: Narrow sampling procedure done for wet meadow. Elodea nuttallii change",130,3186.46668421,0,0,0,0,746890.75994213,4851414.80866637,0,0,0
1800,1799,493,2,"6/26/2019","CMU",2019,7,"Confirmed",111,"V","Sand",14,30,70,0.5,65,"percent_cover",0.5,0,0,17,0,0,0,17,"Nayanguing Point Wildlife Area Wetland","Bay","A. Kneisel","D. Mokris",1,0,130,3,135,30,"T1: Narrow sampling procedure was used for the wet meadow; on a dike. At point 1, there was water in half of the quadrat. Elodea nuttallii changed to E. canadensis DAA 12-29-2019, T2: Narrow sampling procedure done for wet meadow. Elodea nuttallii change",130,3237.27245778,25135.6445313,4952.0800781,140465,34589.8007813,746937.963525857,4851358.94545465,0.005,0.17,1
1801,1800,493,2,"6/26/2019","CMU",2019,8,"Confirmed",120,"NV","Sand",10,2,98,6,55,"percent_cover",40,0,0,94,0,0,0,94,"Nayanguing Point Wildlife Area Wetland","Bay","A. Kneisel","D. Mokris",1,0,130,3,135,30,"T1: Narrow sampling procedure was used for the wet meadow; on a dike. At point 1, there was water in half of the quadrat. Elodea nuttallii changed to E. canadensis DAA 12-29-2019, T2: Narrow sampling procedure done for wet meadow. Elodea nuttallii change",130,3261.35627446,25163.2324219,4952.75,140658,34578.6992188,746955.036332193,4851333.21872222,0.4,0.94,1
1802,1801,493,2,"6/26/2019","CMU",2019,9,"Confirmed",116,"NV","Sand",15,65,35,1,40,"percent_cover",0.5,0,0,29,0,0,0,29,"Nayanguing Point Wildlife Area Wetland","Bay","A. Kneisel","D. Mokris",1,0,130,3,135,30,"T1: Narrow sampling procedure was used for the wet meadow; on a dike. At point 1, there was water in half of the quadrat. Elodea nuttallii changed to E. canadensis DAA 12-29-2019, T2: Narrow sampling procedure done for wet meadow. Elodea nuttallii change",130,3272.4348984,25518.9609375,5003.7202148,142812,34968.8007813,746982.936133983,4851319.79447329,0.005,0.29,1
1803,1802,493,2,"6/26/2019","CMU",2019,10,"Confirmed",125,"V","Sand",0,32,68,1,35,"percent_cover",0.5,0,0,68,0,0,0,68,"Nayanguing Point Wildlife Area Wetland","Bay","A. Kneisel","D. Mokris",1,0,130,3,135,30,"T1: Narrow sampling procedure was used for the wet meadow; on a dike. At point 1, there was water in half of the quadrat. Elodea nuttallii changed to E. canadensis DAA 12-29-2019, T2: Narrow sampling procedure done for wet meadow. Elodea nuttallii change",130,3268.28231501,25726.9550781,5028.9599609,144006,35179.5,747012.521009067,4851321.78164358,0.005,0.68,1
1809,1808,493,3,"6/26/2019","CMU",2019,1,"Confirmed",11,"V","Sand",0,60,40,20,45,"percent_cover",0.5,35,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland","Bay","A. Kneisel","D. Mokris",1,0,160,10,0,190,"T1: Narrow sampling procedure was used for the wet meadow; on a dike. At point 1, there was water in half of the quadrat. Elodea nuttallii changed to E. canadensis DAA 12-29-2019, T2: Narrow sampling procedure done for wet meadow. Elodea nuttallii change",130,3455.83918144,0,0,0,0,746680.800628698,4851171.56851836,0.005,0,1
1810,1809,493,3,"6/26/2019","CMU",2019,2,"Confirmed",0,"Dry","Sand",0,35,65,3,50,"percent_cover",0,62,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland","Bay","A. Kneisel","D. Mokris",1,0,160,10,0,190,"T1: Narrow sampling procedure was used for the wet meadow; on a dike. At point 1, there was water in half of the quadrat. Elodea nuttallii changed to E. canadensis DAA 12-29-2019, T2: Narrow sampling procedure done for wet meadow. Elodea nuttallii change",130,3451.49313147,0,0,0,0,746686.150165835,4851175.10336892,0,0,0
1811,1810,493,3,"6/26/2019","CMU",2019,3,"Confirmed",0,"Dry","Sand",6,40,60,5,100,"percent_cover",0,35,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland","Bay","A. Kneisel","D. Mokris",1,0,160,10,0,190,"T1: Narrow sampling procedure was used for the wet meadow; on a dike. At point 1, there was water in half of the quadrat. Elodea nuttallii changed to E. canadensis DAA 12-29-2019, T2: Narrow sampling procedure done for wet meadow. Elodea nuttallii change",130,3448.96543526,0,0,0,0,746688.406049888,4851177.30016959,0,0,0
1812,1811,493,3,"6/26/2019","CMU",2019,4,"Confirmed",0,"Dry","Sand",5,80,20,0.5,99,"percent_cover",0,1,0,0,0,0,0,0,"Nayanguing Point Wildlife Area Wetland","Bay","A. Kneisel","D. Mokris",1,0,160,10,0,190,"T1: Narrow sampling procedure was used for the wet meadow; on a dike. At point 1, there was water in half of the quadrat. Elodea nuttallii changed to E. canadensis DAA 12-29-2019, T2: Narrow sampling procedure done for wet meadow. Elodea nuttallii change",130,3447.16921031,0,0,0,0,746691.419212618,4851178.63524244,0,0,0
1921,1920,498,1,"6/27/2019","CMU",2019,1,"Confirmed",46,"V","Sand",5,10,90,4,100,"percent_cover",0,0,0,0,8,0,0,8,"West Saginaw Bay Wetland","Arenac","A. Kneisel","D. Mokris",1,0,21,25,311,30,"T1: At points 5-9, the sediment could not be reached and was assumed to be sand. At points points 11, 12, and 14, the Utricularia vulgaris and Hydrocharis morsus-ranae were found on the bottom of the lake bed, covered in algae. There was a band of bulrus",177,1844.76243908,0,0,0,0,751132.523538381,4872542.59166535,0,0.08,0
1922,1921,498,1,"6/27/2019","CMU",2019,2,"Confirmed",47,"V","Sand",10,14,86,4,100,"percent_cover",0,0,0,0,7,0,0,7,"West Saginaw Bay Wetland","Arenac","A. Kneisel","D. Mokris",1,0,21,25,311,30,"T1: At points 5-9, the sediment could not be reached and was assumed to be sand. At points points 11, 12, and 14, the Utricularia vulgaris and Hydrocharis morsus-ranae were found on the bottom of the lake bed, covered in algae. There was a band of bulrus",177,1849.49900744,0,0,0,0,751131.096083696,4872537.8656713,0,0.07,0
1923,1922,498,1,"6/27/2019","CMU",2019,3,"Confirmed",45,"V","Cly/Slt",11,5,95,7,100,"percent_cover",0,0,0,0,3,0,0,3,"West Saginaw Bay Wetland","Arenac","A. Kneisel","D. Mokris",1,0,21,25,311,30,"T1: At points 5-9, the sediment could not be reached and was assumed to be sand. At points points 11, 12, and 14, the Utricularia vulgaris and Hydrocharis morsus-ranae were found on the bottom of the lake bed, covered in algae. There was a band of bulrus",177,1852.15763628,0,0,0,0,751133.114227332,4872533.38172298,0,0.03,0
1924,1923,498,1,"6/27/2019","CMU",2019,4,"Confirmed",59,"NV","Cly/Slt",2,30,70,0.5,100,"percent_cover",0,0,0,0,10,0,0,10,"West Saginaw Bay Wetland","Arenac","A. Kneisel","D. Mokris",1,0,21,25,311,30,"T1: At points 5-9, the sediment could not be reached and was assumed to be sand. At points points 11, 12, and 14, the Utricularia vulgaris and Hydrocharis morsus-ranae were found on the bottom of the lake bed, covered in algae. There was a band of bulrus",177,1856.30261524,0,0,0,0,751132.235718226,4872529.01026975,0,0.1,0
1925,1924,498,1,"6/27/2019","CMU",2019,5,"Confirmed",45,"V","Sand",5,35,65,0.5,100,"percent_cover",0,0,0,0,2,0,0,2,"West Saginaw Bay Wetland","Arenac","A. Kneisel","D. Mokris",1,0,21,25,311,30,"T1: At points 5-9, the sediment could not be reached and was assumed to be sand. At points points 11, 12, and 14, the Utricularia vulgaris and Hydrocharis morsus-ranae were found on the bottom of the lake bed, covered in algae. There was a band of bulrus",177,1860.6715418,0,0,0,0,751132.108781639,4872523.8887167,0,0.02,0
1926,1925,498,1,"6/27/2019","CMU",2019,6,"Confirmed",102,"NV","Sand",10,52,48,10,100,"percent_cover",0,40,0,0,15,0,0,15,"West Saginaw Bay Wetland","Arenac","A. Kneisel","D. Mokris",1,0,21,25,311,30,"T1: At points 5-9, the sediment could not be reached and was assumed to be sand. At points points 11, 12, and 14, the Utricularia vulgaris and Hydrocharis morsus-ranae were found on the bottom of the lake bed, covered in algae. There was a band of bulrus",177,1915.00108388,4027.03515625,459.4880066,17537.6992188,1830.7700195,751122.347411802,4872465.67680495,0,0.15,0
1927,1926,498,1,"6/27/2019","CMU",2019,7,"Confirmed",107,"V","Sand",38,35,65,3,100,"percent_cover",0,0,0,45,0,0,0,45,"West Saginaw Bay Wetland","Arenac","A. Kneisel","D. Mokris",1,0,21,25,311,30,"T1: At points 5-9, the sediment could not be reached and was assumed to be sand. At points points 11, 12, and 14, the Utricularia vulgaris and Hydrocharis morsus-ranae were found on the bottom of the lake bed, covered in algae. There was a band of bulrus",177,1965.46727788,5764.47509766,682.5319824,26536.9003906,2882.6000977,751106.227053697,4872416.23343617,0,0.45,0
1928,1927,498,1,"6/27/2019","CMU",2019,8,"Confirmed",110,"V","Sand",10,8,92,0.5,100,"percent_cover",0,0,0,33,0,0,0,33,"West Saginaw Bay Wetland","Arenac","A. Kneisel","D. Mokris",1,0,21,25,311,30,"T1: At points 5-9, the sediment could not be reached and was assumed to be sand. At points points 11, 12, and 14, the Utricularia vulgaris and Hydrocharis morsus-ranae were found on the bottom of the lake bed, covered in algae. There was a band of bulrus",177,2016.15152154,6889.72167969,908.7479858,33189.6992188,4258.9501953,751090.195077699,4872366.57101854,0,0.33,0
1929,1928,498,1,"6/27/2019","CMU",2019,9,"Confirmed",120,"V","Sand",7,60,40,2,100,"percent_cover",0.5,0,0,28,0,0,0,28,"West Saginaw Bay Wetland","Arenac","A. Kneisel","D. Mokris",1,0,21,25,311,30,"T1: At points 5-9, the sediment could not be reached and was assumed to be sand. At points points 11, 12, and 14, the Utricularia vulgaris and Hydrocharis morsus-ranae were found on the bottom of the lake bed, covered in algae. There was a band of bulrus",177,2067.53172266,10726.3808594,1118.0500488,54606.8984375,5315.5097656,751066.460925975,4872320.84320395,0.005,0.28,1
1930,1929,498,1,"6/27/2019","CMU",2019,10,"Confirmed",120,"V","Sand",10,40,60,2,100,"percent_cover",0,0,0,1,0,0,0,1,"West Saginaw Bay Wetland","Arenac","A. Kneisel","D. Mokris",1,0,21,25,311,30,"T1: At points 5-9, the sediment could not be reached and was assumed to be sand. At points points 11, 12, and 14, the Utricularia vulgaris and Hydrocharis morsus-ranae were found on the bottom of the lake bed, covered in algae. There was a band of bulrus",177,2118.4187008,12976.6572266,796.5419922,65657.6015625,3601.8100586,751046.404272262,4872273.4753297,0,0.01,0
1931,1930,498,1,"6/27/2019","CMU",2019,15,"Confirmed",144,"NV","Sand",0,10,90,0,0,"percent_cover",0.5,0,0,0,0,0,0,0,"West Saginaw Bay Wetland","Arenac","A. Kneisel","D. Mokris",1,0,21,25,311,30,"T1: At points 5-9, the sediment could not be reached and was assumed to be sand. At points points 11, 12, and 14, the Utricularia vulgaris and Hydrocharis morsus-ranae were found on the bottom of the lake bed, covered in algae. There was a band of bulrus",177,2189.6082289,14329.2431641,844.1710205,72547,5005.2700195,751030.386581786,4872200.12101622,0.005,0,1
1946,1945,499,1,"6/27/2019","CMU",2019,1,"Confirmed",10,"V","Sand",3,45,55,0.5,85,"percent_cover",0,0,0,0.5,0,0,0,0.5,"West Saginaw Bay Wetland #1","Arenac","J. Micheaux","M. Kendziorski",1,0,230,6,617,30,"No pictures due to camera malfunction. T1: In plots 7-10, soils sand and surface underlain by clay. Other plots only sand encountered. T2: Pogonia ophioglossoides present in a wet meadow quadrat, but percentage was not recorded. Based on when it occurred",100,4419.32590174,0,0,0,0,762989.02177281,4877095.36818637,0,0.005,0
1947,1946,499,1,"6/27/2019","CMU",2019,3,"Confirmed",37,"V","Sand",13,45,55,1,100,"percent_cover",0,8,0,1,0,0,0,1,"West Saginaw Bay Wetland #1","Arenac","J. Micheaux","M. Kendziorski",1,0,230,6,617,30,"No pictures due to camera malfunction. T1: In plots 7-10, soils sand and surface underlain by clay. Other plots only sand encountered. T2: Pogonia ophioglossoides present in a wet meadow quadrat, but percentage was not recorded. Based on when it occurred",100,4415.81017642,0,0,0,0,762994.754278146,4877094.59516076,0,0.01,0
1948,1947,499,1,"6/27/2019","CMU",2019,4,"Confirmed",37,"V","Sand",8,65,35,0.5,100,"percent_cover",0,3,0,0,0,0,0,0,"West Saginaw Bay Wetland #1","Arenac","J. Micheaux","M. Kendziorski",1,0,230,6,617,30,"No pictures due to camera malfunction. T1: In plots 7-10, soils sand and surface underlain by clay. Other plots only sand encountered. T2: Pogonia ophioglossoides present in a wet meadow quadrat, but percentage was not recorded. Based on when it occurred",100,4412.76840831,0,0,0,0,763002.521639753,4877091.12189643,0,0,0
1949,1948,499,1,"6/27/2019","CMU",2019,5,"Confirmed",45,"NV","Sand",28,45,55,1.5,100,"percent_cover",0,12,0,2,0,0,0,2,"West Saginaw Bay Wetland #1","Arenac","J. Micheaux","M. Kendziorski",1,0,230,6,617,30,"No pictures due to camera malfunction. T1: In plots 7-10, soils sand and surface underlain by clay. Other plots only sand encountered. T2: Pogonia ophioglossoides present in a wet meadow quadrat, but percentage was not recorded. Based on when it occurred",100,4412.86864032,0,0,0,0,763005.705536905,4877087.79989984,0,0.02,0
1950,1949,499,1,"6/27/2019","CMU",2019,6,"Confirmed",85,"V","Sand",5,83,17,0.5,100,"percent_cover",0,3,0,0,0,0,0,0,"West Saginaw Bay Wetland #1","Arenac","J. Micheaux","M. Kendziorski",1,0,230,6,617,30,"No pictures due to camera malfunction. T1: In plots 7-10, soils sand and surface underlain by clay. Other plots only sand encountered. T2: Pogonia ophioglossoides present in a wet meadow quadrat, but percentage was not recorded. Based on when it occurred",100,4522.92119418,6302.66601563,691.710022,31369.9003906,5246.5498047,762919.4085675,4877018.39314008,0,0,0
1951,1950,499,1,"6/27/2019","CMU",2019,7,"Confirmed",97,"NV","Cly/Snd",8,98,2,0,25,"percent_cover",0,1,0,0,0,0,0,0,"West Saginaw Bay Wetland #1","Arenac","J. Micheaux","M. Kendziorski",1,0,230,6,617,30,"No pictures due to camera malfunction. T1: In plots 7-10, soils sand and surface underlain by clay. Other plots only sand encountered. T2: Pogonia ophioglossoides present in a wet meadow quadrat, but percentage was not recorded. Based on when it occurred",100,4625.86516451,8218.50976563,827.5700073,40031.8007813,5253.8999023,762849.085957666,4876943.059495,0,0,0
1952,1951,499,1,"6/27/2019","CMU",2019,8,"Confirmed",110,"NV","Cly/Snd",10,82,18,0,20,"percent_cover",0,18,0,0,0,0,0,0,"West Saginaw Bay Wetland #1","Arenac","J. Micheaux","M. Kendziorski",1,0,230,6,617,30,"No pictures due to camera malfunction. T1: In plots 7-10, soils sand and surface underlain by clay. Other plots only sand encountered. T2: Pogonia ophioglossoides present in a wet meadow quadrat, but percentage was not recorded. Based on when it occurred",100,4732.98802232,10729.1386719,1228.9599609,53848.3007813,6731.9101563,762773.402794635,4876867.17975913,0,0,0
1953,1952,499,1,"6/27/2019","CMU",2019,9,"Confirmed",120,"V","Cly/Snd",20,84,16,0.5,85,"percent_cover",0,15,0,0,0,0,0,0,"West Saginaw Bay Wetland #1","Arenac","J. Micheaux","M. Kendziorski",1,0,230,6,617,30,"No pictures due to camera malfunction. T1: In plots 7-10, soils sand and surface underlain by clay. Other plots only sand encountered. T2: Pogonia ophioglossoides present in a wet meadow quadrat, but percentage was not recorded. Based on when it occurred",100,4838.24712005,12904.1777344,1574.1700439,66296,8396.8896484,762695.76834465,4876795.89594524,0,0,0
1954,1953,499,1,"6/27/2019","CMU",2019,10,"Confirmed",125,"NV","Cly/Snd",40,82,18,0,100,"percent_cover",1,5,0,0,0,0,0,0,"West Saginaw Bay Wetland #1","Arenac","J. Micheaux","M. Kendziorski",1,0,230,6,617,30,"No pictures due to camera malfunction. T1: In plots 7-10, soils sand and surface underlain by clay. Other plots only sand encountered. T2: Pogonia ophioglossoides present in a wet meadow quadrat, but percentage was not recorded. Based on when it occurred",100,4937.94453161,14146.0957031,1594.6300049,73646,8589.0498047,762618.558023765,4876732.0837833,0.01,0,1
1975,1974,499,3,"6/27/2019","CMU",2019,1,"Confirmed",0,"Dry","Sand",18,20,80,1.5,100,"percent_cover",0,2,0,0,0,0,0,0,"West Saginaw Bay Wetland #1","Arenac","J. Micheaux","M. Kendziorski",1,0,244,6,538,30,"No pictures due to camera malfunction. T1: In plots 7-10, soils sand and surface underlain by clay. Other plots only sand encountered. T2: Pogonia ophioglossoides present in a wet meadow quadrat, but percentage was not recorded. Based on when it occurred",100,4510.99338646,0,0,0,0,762783.587976181,4877178.41764311,0,0,0
1976,1975,499,3,"6/27/2019","CMU",2019,2,"Confirmed",0,"Dry","Sand",18,32,68,2,100,"percent_cover",0,4,0,0,0,0,0,0,"West Saginaw Bay Wetland #1","Arenac","J. Micheaux","M. Kendziorski",1,0,244,6,538,30,"No pictures due to camera malfunction. T1: In plots 7-10, soils sand and surface underlain by clay. Other plots only sand encountered. T2: Pogonia ophioglossoides present in a wet meadow quadrat, but percentage was not recorded. Based on when it occurred",100,4508.51030877,0,0,0,0,762788.976928823,4877176.18452841,0,0,0
1977,1976,499,3,"6/27/2019","CMU",2019,3,"Confirmed",10,"V","Sand",12,40,60,2,100,"percent_cover",0,10,0,0,0,0,0,0,"West Saginaw Bay Wetland #1","Arenac","J. Micheaux","M. Kendziorski",1,0,244,6,538,30,"No pictures due to camera malfunction. T1: In plots 7-10, soils sand and surface underlain by clay. Other plots only sand encountered. T2: Pogonia ophioglossoides present in a wet meadow quadrat, but percentage was not recorded. Based on when it occurred",100,4507.12757768,0,0,0,0,762794.013604698,4877172.71365132,0,0,0
1978,1977,499,3,"6/27/2019","CMU",2019,4,"Confirmed",56,"V","Sand",12,75,25,2,100,"percent_cover",0,15,0,0,0,0,0,0,"West Saginaw Bay Wetland #1","Arenac","J. Micheaux","M. Kendziorski",1,0,244,6,538,30,"No pictures due to camera malfunction. T1: In plots 7-10, soils sand and surface underlain by clay. Other plots only sand encountered. T2: Pogonia ophioglossoides present in a wet meadow quadrat, but percentage was not recorded. Based on when it occurred",100,4508.85828451,0,0,0,0,762795.379776233,4877168.65174818,0,0,0
1979,1978,499,3,"6/27/2019","CMU",2019,5,"Confirmed",67,"V","Sand",24,60,40,6,80,"percent_cover",0,40,0,0,0,0,0,0,"West Saginaw Bay Wetland #1","Arenac","J. Micheaux","M. Kendziorski",1,0,244,6,538,30,"No pictures due to camera malfunction. T1: In plots 7-10, soils sand and surface underlain by clay. Other plots only sand encountered. T2: Pogonia ophioglossoides present in a wet meadow quadrat, but percentage was not recorded. Based on when it occurred",100,4510.83576476,0,0,0,0,762795.837477104,4877165.22120323,0,0,0
1980,1979,499,3,"6/27/2019","CMU",2019,6,"Confirmed",85,"V","Sand",3,79,21,0,35,"percent_cover",0,15,0,0,0,0,0,0,"West Saginaw Bay Wetland #1","Arenac","J. Micheaux","M. Kendziorski",1,0,244,6,538,30,"No pictures due to camera malfunction. T1: In plots 7-10, soils sand and surface underlain by clay. Other plots only sand encountered. T2: Pogonia ophioglossoides present in a wet meadow quadrat, but percentage was not recorded. Based on when it occurred",100,4591.44395034,9338.01269531,983.5650024,45018.1015625,5278.3198242,762715.92168808,4877133.22854864,0,0,0
1981,1980,499,3,"6/27/2019","CMU",2019,7,"Confirmed",117,"V","Cly/Snd",1,90,10,0,15,"percent_cover",0,5,0,0,0,0,0,0,"West Saginaw Bay Wetland #1","Arenac","J. Micheaux","M. Kendziorski",1,0,244,6,538,30,"No pictures due to camera malfunction. T1: In plots 7-10, soils sand and surface underlain by clay. Other plots only sand encountered. T2: Pogonia ophioglossoides present in a wet meadow quadrat, but percentage was not recorded. Based on when it occurred",100,4676.02103129,11190.6953125,1324.5799561,55565.3984375,6892.7998047,762640.527098695,4877090.51419235,0,0,0
1982,1981,499,3,"6/27/2019","CMU",2019,8,"Confirmed",115,"V","Sand",5,78,22,0,10,"percent_cover",0,20,0,0,0,0,0,0,"West Saginaw Bay Wetland #1","Arenac","J. Micheaux","M. Kendziorski",1,0,244,6,538,30,"No pictures due to camera malfunction. T1: In plots 7-10, soils sand and surface underlain by clay. Other plots only sand encountered. T2: Pogonia ophioglossoides present in a wet meadow quadrat, but percentage was not recorded. Based on when it occurred",100,4765.0329552,12453.2519531,1575.7099609,62917.8007813,8293.8203125,762563.219095626,4877043.38598102,0,0,0
1983,1982,499,3,"6/27/2019","CMU",2019,9,"Confirmed",120,"V","Sand",5,96,4,0.5,100,"percent_cover",0,2,0,0,0,0,0,0,"West Saginaw Bay Wetland #1","Arenac","J. Micheaux","M. Kendziorski",1,0,244,6,538,30,"No pictures due to camera malfunction. T1: In plots 7-10, soils sand and surface underlain by clay. Other plots only sand encountered. T2: Pogonia ophioglossoides present in a wet meadow quadrat, but percentage was not recorded. Based on when it occurred",100,4855.40540431,12874.4892578,1584.4000244,65356.6992188,8351.8798828,762484.226249825,4876996.19181805,0,0,0
1984,1983,499,3,"6/27/2019","CMU",2019,10,"Confirmed",118,"NV","Sand",10,97,3,1,85,"percent_cover",0,1,0,0,0,0,0,0,"West Saginaw Bay Wetland #1","Arenac","J. Micheaux","M. Kendziorski",1,0,244,6,538,30,"No pictures due to camera malfunction. T1: In plots 7-10, soils sand and surface underlain by clay. Other plots only sand encountered. T2: Pogonia ophioglossoides present in a wet meadow quadrat, but percentage was not recorded. Based on when it occurred",100,4944.6570399,13477.6445313,1605.6199951,68743.796875,8459.5996094,762411.381867333,4876943.79169901,0,0,0
2089,2088,515,1,"8/14/2019","CMU",2019,1,"Confirmed",46,"V","Sand",4,19,81,2,100,"percent_cover",0,7,0,0,0,0,0,0,"East Saginaw Bay Coastal Wetland #5","Tuscola","A. Kneisel","M. Kendziorski",1,0,310,30,30,30,"T1: 40m of bulrush, 413m of Phrag; Phrag procedure, T2: 83m bulrush, 416m Phrag; Phrag procedure, T3: 50m bulrush, 382m Phrag; Narrow protocol used for meadow zone; Q3 tree cover(salix) hanging over quadrat; Phrag procedure",64,6711.06501716,7866.60986328,499.3110046,48691.1992188,4948.4599609,772594.676689053,4835967.45033451,0,0,0
2090,2089,515,1,"8/14/2019","CMU",2019,3,"Confirmed",51,"V","Sand",0,58,42,0.5,90,"percent_cover",0,0.5,0,0,0,0,0,0,"East Saginaw Bay Coastal Wetland #5","Tuscola","A. Kneisel","M. Kendziorski",1,0,310,30,30,30,"T1: 40m of bulrush, 413m of Phrag; Phrag procedure, T2: 83m bulrush, 416m Phrag; Phrag procedure, T3: 50m bulrush, 382m Phrag; Narrow protocol used for meadow zone; Q3 tree cover(salix) hanging over quadrat; Phrag procedure",64,6709.57006768,7866.60986328,499.3110046,48691.1992188,4948.4599609,772587.534451615,4835972.16583781,0,0,0
